an exploration of
cycles range from
collecting sensor data
sensor data to
data to generating
to generating data
generating data from
data from a
from a model
cleaning integration and
integration and derivation
and derivation phase
derivation phase is
phase is similarly
is similarly different
across all three
all three cycles
three cycles but
cycles but in
but in this
in this case
this case the
case the significant
the significant part
significant part is
part is the
way the custody
the custody of
custody of the
of the data
the data is
data is no
is no longer
no longer shared
researchers must first
must first make
first make sense
make sense of
sense of the
of the captured
the captured data
captured data in
data in reference
to the technology
the technology and
technology and then
and then the
then the science
the science researchers
science researchers will
researchers will make
will make sense
of them in
them in reference
in reference to
reference to the
to the science
the final phase
final phase to
phase to display
divergence is the
is the publication
the publication phase
publication phase where
phase where collaboration
where collaboration forces
both the scientists
the scientists and
scientists and the
and the technologists
the technologists to
technologists to publish
to publish in
publish in one
these publications do
publications do not
do not carry
not carry the
carry the same
weight as those
as those within
those within their
within their own
their own domain
own domain thus
domain thus disincentivising
these affects caused
affects caused by
caused by collaboration
by collaboration appear
collaboration appear to
appear to be
to be trouble
be trouble spots
where the future
the future value
future value of
value of the
of the data
the data is
data is compromised
is compromised due
compromised due to
variations in methods
in methods and
methods and processes
and processes across
processes across collaborating
for instance the
instance the use
the use of
use of linear
of linear regression
linear regression for
regression for data
analysis does not
does not scale
not scale to
scale to the
to the volume
the volume of
volume of sensorcaptured
of sensorcaptured data
sensorcaptured data thus
scientists must rely
must rely on
rely on technologists
on technologists for
technologists for new
for new methods
new methods of
interpreting their data
linear regression is
regression is the
is the established
the established method
for ecological data
ecological data analysis
data analysis and
analysis and has
and has been
has been so
been so for
so for multiple
for multiple decades
the science researchers
science researchers in
researchers in this
in this case
this case are
case are really
are really dependent
really dependent on
dependent on the
tools being built
being built for
built for them
for them to
them to be
to be as
be as trustworthy
as trustworthy as
trustworthy as linear
as linear regression
and stand up
stand up to
up to peerreview
another example of
example of this
of this is
this is the
variation in what
in what is
what is considered
is considered data
considered data by
data by each
by each group
each group for
group for instance
the technology researchers
technology researchers will
researchers will consider
will consider their
consider their algorithm
their algorithm or
algorithm or the
script developed to
developed to be
to be data
be data whereas
data whereas the
whereas the scientists
the scientists will
scientists will consider
the hand sample
hand sample or
sample or the
or the sensor
the sensor readings
sensor readings to
readings to be
to be data
this may opens
gaps where one
where one party
one party is
party is not
is not as
not as invested
as invested in
invested in the
in the overall
the overall quality
overall quality of
quality of a
specific data type
data type because
type because it
because it is
it is not
is not central
not central to
central to their
to their own
their own discipline
actions taken at
taken at each
at each stage
each stage of
stage of the
of the life
the life cycle
life cycle influence
cycle influence how
influence how the
resulting data can
data can be
can be interpreted
be interpreted hence
interpreted hence it
hence it is
it is important
is important that
important that these
stages be documented
be documented and
documented and associated
and associated with
associated with the
with the resulting
the resulting dataset
there is a
is a cumulative
a cumulative effect
cumulative effect of
effect of decisions
of decisions made
decisions made at
made at each
at each stage
each stage of
stage of the
for example decisions
example decisions made
decisions made in
made in the
in the experimental
design stage determine
stage determine what
determine what data
what data exist
data exist for
exist for analysis
for analysis or
analysis or calibration
decisions are essential
are essential to
essential to interpreting
to interpreting the
interpreting the data
there is a
is a delicate
balance of decision
of decision making
decision making between
making between scientific
between scientific and
scientific and technology
conclusions future research
the success of
success of escience
of escience depends
escience depends upon
depends upon successful
upon successful collaboration
between application scientists
application scientists and
scientists and their
and their partners
their partners in
partners in computer
science and engineering
data resulting from
resulting from such
from such collaborations
is expected to
expected to be
to be extremely
be extremely valuable
extremely valuable for
valuable for reuse
for reuse by
reuse by others
however the value
the value of
value of data
of data for
data for reuse
for reuse depends
reuse depends upon
depends upon the
upon the quality
the quality of
those data which
data which in
which in turn
in turn depends
turn depends on
depends on the
on the ability
the ability to
ability to interpret
to interpret the
origins provenance and
provenance and context
and context of
context of the
of the data
surprisingly little is
known about how
about how data
how data arises
data arises from
arises from escience
from escience collaborations
case study of
study of ecological
of ecological research
ecological research in
research in the
in the center
the center for
center for embedded
networked sensing sheds
sensing sheds light
sheds light on
light on the
on the various
the various life
various life cycles
life cycles of
our future research
future research will
research will continue
will continue to
continue to explore
to explore and
explore and refine
and refine the
refine the data
life cycle identified
cycle identified here
identified here and
here and to
and to build
to build systems
build systems to
systems to support
to support it
order to determine
to determine how
determine how generalizable
how generalizable this
generalizable this threecycle
this threecycle model
threecycle model is
across the various
the various research
various research groups
research groups we
groups we need
we need to
need to test
to test this
test this model
this model in
additionally we would
we would like
would like to
like to understand
to understand the
understand the role
the role of
publication in collaboration
in collaboration specifically
collaboration specifically if
specifically if the
if the willingness
the willingness to
willingness to coauthor
to coauthor is
coauthor is skewed
is skewed towards
skewed towards either
towards either the
either the science
the science or
science or technology
researchers by exploring
by exploring whether
exploring whether scientists
whether scientists are
scientists are more
are more apt
more apt to
publish in technology
in technology papers
technology papers or
papers or the
or the reverse
given our access
our access to
the coauthorship data
coauthorship data from
data from this
from this population
this population answering
population answering this
question is a
is a logical
a logical next
logical next step
we are also
are also curious
also curious about
curious about the
about the role
of decisions made
decisions made in
made in the
in the field
the field on
field on the
on the calibration
the calibration and
calibration and capture
interplay as well
as well as
well as the
as the experiment
the experiment and
experiment and design
and design interplay
present much of
much of the
of the sensing
the sensing technology
sensing technology is
technology is experimental
is experimental but
commercial offtheshelf sensors
offtheshelf sensors also
sensors also are
also are in
are in use
questions about data
about data provenance
data provenance will
provenance will evolve
will evolve as
evolve as the
as the technology
stabilizes and the
and the scientific
the scientific research
scientific research questions
research questions broaden
implications for ischool
our interest in
interest in understanding
in understanding information
understanding information from
information from every
from every angle
every angle should
lead us to
us to studying
to studying the
studying the processes
the processes and
processes and methods
and methods that
methods that lead
that lead to
lead to the
creation of data
scientific data represents
data represents the
represents the entire
the entire evidentiary
basis for scientific
for scientific information
scientific information and
information and knowledge
studying the life
the life cycle
life cycle of
cycle of data
of data we
data we are
we are ignoring
are ignoring the
ignoring the premise
the premise of
research such as
such as this
as this cuts
this cuts to
cuts to the
to the heart
the heart of
the disciplinary tributaries
disciplinary tributaries that
tributaries that comprise
that comprise ischool
comprise ischool namely
informatics archives and
archives and digital
and digital librarianship
digital librarianship while
librarianship while also
falling under science
under science technology
science technology and
technology and society
this is the
practical application of
application of learnings
of learnings from
learnings from each
from each of
each of these
of these fields
these fields and
serves as an
as an example
an example of
example of what
of what will
what will advance
will advance ischool
advance ischool education
ischool education and
cens is funded
is funded by
funded by national
by national science
national science foundation
science foundation cooperative
agreement ccr deborah
ccr deborah l
estrin ucla principal
investigator christine l
borgman is a
is a coprincipal
a coprincipal investigator
censei under which
under which much
which much of
much of this
of this research
this research was
research was conducted
was conducted is
funded by national
by national science
national science foundation
science foundation grant
foundation grant esi
sandoval principal investigator
principal investigator and
investigator and christine
and christine l
borgman coprincipal investigator
alberto pepes participation
in this research
this research is
research is supported
is supported by
supported by a
by a gift
a gift from
gift from the
from the microsoft
technical computing initiative
selection appraisal and
appraisal and retention
and retention of
digital scientific data
scientific data highlights
data highlights of
highlights of an
data science journal
digital curation for
curation for science
for science digital
science digital libraries
digital libraries and
international journal of
journal of digital
of digital curation
greenstein a strategic
a strategic policy
strategic policy framework
for creating and
creating and preserving
and preserving digital
preserving digital collections
arts and humanities
and humanities data
humanities data service
data service london
digital curation and
curation and preservation
and preservation defining
preservation defining the
defining the research
agenda for the
for the next
the next decade
next decade in
decade in report
in report of
report of the
of the warwick
centre warwick uk
macdonald escience curation
escience curation reportdata
curation reportdata curation
reportdata curation for
curation for escience
for escience in
escience in the
in the uk
the uk an
uk an audit
an audit to
audit to establish
requirements for future
for future curation
future curation and
curation and provision
committee for the
for the support
the support of
support of research
metadata for digital
for digital preservation
digital preservation an
preservation an update
last visited august
national ecological observatory
ecological observatory network
sensor network data
network data fault
data fault types
transactions on sensor
on sensor networks
sensor networks in
networks in review
know thy sensor
thy sensor trust
sensor trust data
trust data quality
and data integrity
data integrity in
integrity in scientific
in scientific digital
scientific digital libraries
european conference on
conference on digital
on digital libraries
hungary berlin springer
wallis and n
libraries for scientific
for scientific data
scientific data an
data an exploratory
an exploratory study
exploratory study of
study of data
practices in habitat
in habitat ecology
in th european
th european conference
european conference on
alicante spain berlin
spain berlin springer
cs joint conference
joint conference on
conference on digital
on digital libraries
bc association for
association for computing
for computing machinery
wallis and n
enyedy little science
confronts the data
the data deluge
data deluge habitat
deluge habitat ecology
habitat ecology embedded
ecology embedded sensor
networks and digital
and digital libraries
international journal on
knitting a fabric
a fabric of
fabric of sensor
of sensor data
sensor data and
in information processing
information processing in
processing in sensor
in sensor networks
cambridge ma association
ma association for
association for computing
wallis and c
context to content
to content the
content the cens
the cens deployment
cens deployment center
american society for
society for information
for information science
information science technology
milwaukee wi information
wi information today
moving archival practices
archival practices upstream
practices upstream an
exploration of the
of the life
the life cycle
life cycle of
cycle of ecological
of ecological sensing
ecological sensing data
sensing data in
collaborative field research
in rd international
rd international digital
drowning in data
in data digital
data digital library
architecture to support
to support scientists
support scientists use
scientists use of
use of embedded
of embedded sensor
in jcdl proceedings
jcdl proceedings of
proceedings of the
of the th
the th acmieee
strauss the discovery
the discovery of
discovery of grounded
theory strategies for
strategies for qualitative
for qualitative research
chicago aldine pub
